"outcome.test.score","treatment","school","is.female","mother.attended.secondary.school","father.attened.secondary.school","failed.at.least.one.school.year","family.receives.cash.transfer","has.computer.with.internet.at.home","is.unemployed","has.some.form.of.income","saves.money.for.future.purchases","intention.to.save.index","makes.list.of.expenses.every.month","negotiates.prices.or.payment.methods","financial.autonomy.index"
80.8044815063477,1,35014011,1,0,0,0,0,1,0,0,0,42,0,1,37
50.0952301025391,0,53011597,1,0,0,0,0,0,0,0,0,78,0,0,35
57.992130279541,1,35012324,1,0,0,1,0,1,0,0,0,32,0,1,5
55.2948265075684,1,35040824,1,0,1,1,0,0,1,1,0,NA,0,1,NA
82.7400817871094,1,35903097,1,1,0,0,0,0,1,1,0,52,0,1,62
59.9597358703613,0,33046522,1,0,0,1,1,1,0,1,0,59,0,0,41
55.7567176818848,0,17021553,1,1,1,0,0,1,0,1,0,60,0,1,33
38.8791732788086,1,33051739,1,1,0,0,0,0,0,1,0,NA,1,1,NA
72.2505493164062,0,33050791,1,1,1,0,1,1,0,0,0,42,0,1,35
66.7715072631836,1,35011757,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
55.4575653076172,1,33017093,NA,NA,NA,NA,NA,NA,0,1,0,60,0,1,46
43.2916107177734,1,33139156,1,1,1,1,1,0,0,0,NA,47,1,1,NA
70.2411575317383,0,53014812,1,1,1,0,0,0,0,1,0,52,0,0,35
64.6746673583984,1,23069988,1,0,1,0,1,1,0,1,0,2,0,1,27
29.3281497955322,0,33027820,1,0,0,0,0,1,0,1,0,54,0,0,39
44.7233085632324,1,35907397,1,0,0,0,1,1,0,0,0,39,0,1,33
85.0955581665039,0,23255528,0,1,0,0,1,1,0,0,0,68,0,1,54
59.8612327575684,0,35018855,1,1,1,0,0,0,0,1,0,33,0,0,NA
63.952392578125,1,35018181,1,1,0,0,0,0,0,0,0,36,0,1,-1
87.2649612426758,0,33005990,1,1,0,0,0,1,0,1,0,56,0,1,43
65.5270767211914,1,35003256,1,1,1,0,0,0,0,1,1,73,0,0,60
52.8677673339844,1,23068566,1,0,1,0,1,1,0,0,0,35,0,1,37
69.3900451660156,1,17004950,1,1,1,0,0,1,0,0,0,31,0,1,43
82.1526184082031,1,35008035,1,1,0,0,0,1,0,0,0,35,0,1,NA
77.0316696166992,0,35904806,1,0,0,0,0,0,0,1,0,84,1,1,73
57.5840797424316,0,33090823,0,0,0,0,1,1,0,0,0,77,0,0,39
67.7492599487305,1,33038473,1,1,1,0,0,1,0,0,0,50,0,1,NA
58.7752151489258,1,33030987,1,1,1,1,1,1,0,0,1,32,0,1,39
57.2240753173828,0,33039585,1,1,0,1,1,1,1,1,0,52,1,1,56
55.3419227600098,0,35011502,1,0,0,1,0,1,1,1,0,32,0,1,54
45.9186668395996,1,33071594,1,0,1,1,0,0,0,0,0,15,0,0,54
32.6797142028809,0,33098786,1,1,1,1,0,1,0,0,0,14,0,1,1
50.0701141357422,0,33125740,1,1,0,1,0,1,1,1,0,63,0,1,43
65.4306259155273,1,35011757,0,0,0,0,0,0,1,0,0,1,0,0,16
52.7214965820312,1,35904594,1,1,0,0,0,0,1,1,0,37,0,1,37
59.5681953430176,1,33125304,1,0,0,0,0,1,0,1,0,69,0,1,52
44.2673416137695,0,33028109,NA,NA,NA,NA,NA,NA,0,0,0,96,0,1,65
57.1428337097168,1,53003608,NA,NA,NA,NA,NA,NA,0,0,0,25,0,0,37
48.7686309814453,0,33038880,1,1,1,0,0,0,0,1,0,57,0,0,52
56.4599380493164,1,35043345,1,1,0,0,1,0,0,1,0,40,0,0,14
50.7293167114258,1,35007638,1,0,0,0,0,1,0,1,0,43,0,1,75
60.9588394165039,1,33058750,1,0,0,1,0,0,1,1,0,51,1,1,56
45.8089332580566,1,33046743,1,0,0,1,0,1,0,1,0,24,1,1,73
36.5866813659668,0,33096694,1,0,0,0,0,1,0,1,1,51,1,1,82
63.810432434082,1,53003608,NA,NA,NA,NA,NA,NA,0,1,0,52,0,1,46
70.9701995849609,0,35011460,1,1,0,0,1,0,NA,0,0,38,0,1,33
89.5998840332031,1,17021685,1,1,1,0,0,1,0,1,0,46,0,1,43
67.2457275390625,1,35011149,1,1,0,0,0,1,1,1,0,87,0,1,88
66.5005035400391,1,33126283,NA,NA,NA,NA,NA,NA,0,0,0,39,0,1,60
32.3103256225586,0,35901748,1,1,0,0,0,1,0,0,0,NA,0,1,NA
67.8777770996094,0,33049475,0,1,1,0,0,0,0,0,0,38,0,0,39
44.5444755554199,1,23122064,1,0,0,0,0,1,0,0,0,26,0,1,46
61.7453498840332,1,35901124,1,0,1,0,1,1,1,1,1,57,0,1,79
46.1635551452637,1,53003616,NA,NA,NA,NA,NA,NA,0,0,0,42,0,1,37
80.9276351928711,0,53007557,1,1,0,0,0,0,0,1,1,67,0,1,90
73.4684295654297,1,35914708,1,0,1,0,0,1,0,1,1,46,0,1,71
58.9994430541992,0,35011666,1,1,1,0,0,0,0,0,0,39,0,1,67
86.2334442138672,0,35908915,1,1,1,0,0,0,0,1,0,46,0,1,33
79.577766418457,1,35009124,0,0,0,0,0,1,0,1,0,49,0,1,37
67.6570053100586,0,35923783,1,1,0,0,0,0,0,1,0,84,0,1,39
56.3659362792969,1,17050294,0,0,1,1,1,0,0,1,0,59,0,NA,94
72.1397323608398,1,35040824,1,0,1,0,1,0,0,1,0,NA,0,1,NA
82.3013534545898,0,17019176,1,1,1,0,0,1,0,0,0,65,1,1,54
48.1327133178711,1,53003616,NA,NA,NA,NA,NA,NA,1,1,0,63,0,1,54
34.4121932983398,0,35046097,1,0,1,1,0,1,0,0,0,26,0,1,58
84.4579238891602,0,33046654,1,0,0,1,0,1,0,1,0,50,0,0,35
52.7606163024902,0,33008841,1,1,0,0,0,1,0,0,0,50,0,0,62
61.5310173034668,0,33019681,1,0,0,1,1,1,1,1,0,17,0,0,48
75.4565811157227,1,33048495,1,0,0,0,1,0,1,1,0,50,0,0,58
70.7657470703125,1,35002914,0,0,1,0,0,0,0,1,1,42,NA,0,58
70.0692596435547,0,35012348,1,1,1,0,1,1,0,1,0,82,1,1,82
31.8306064605713,0,35001284,1,0,0,1,1,1,0,1,0,33,0,1,18
41.4310569763184,0,53003624,NA,NA,NA,NA,NA,NA,0,0,0,79,0,1,43
42.9693183898926,0,53010019,0,1,0,0,0,0,0,0,0,65,0,1,37
45.219596862793,0,35906591,1,0,0,0,0,0,0,1,0,65,0,0,20
70.8798522949219,0,23265795,0,0,0,0,0,0,0,0,0,32,0,1,18
52.2048263549805,0,33045437,0,1,1,1,0,1,1,1,0,81,0,1,50
51.488208770752,1,35043345,1,0,1,0,1,1,1,1,1,49,0,1,50
67.9763946533203,0,35008151,0,0,0,0,0,0,0,0,0,11,0,1,39
36.8806915283203,1,35925073,0,1,1,0,1,0,0,1,1,42,1,1,94
66.1521606445312,0,35920642,0,0,0,0,0,0,1,1,1,NA,0,1,75
44.2563438415527,0,33050805,0,1,1,0,1,0,0,1,0,46,0,1,39
73.9825820922852,0,33104352,0,1,1,1,0,1,0,1,0,56,0,1,62
75.9832153320312,0,23174986,0,1,0,0,0,0,0,0,1,54,0,1,50
43.4871635437012,1,35901805,0,1,1,0,0,1,1,1,1,57,0,1,58
56.5539512634277,1,33092230,0,0,0,0,0,0,0,1,1,54,0,1,48
58.6479301452637,0,53011031,0,0,1,0,0,0,0,1,0,24,0,0,52
38.1931266784668,1,23011769,0,1,1,1,0,1,0,1,1,25,1,1,56
50.1243209838867,0,53003624,NA,NA,NA,NA,NA,NA,1,1,1,22,0,1,27
44.3740844726562,1,35911331,0,0,1,NA,0,NA,1,1,0,70,0,1,41
38.7728729248047,0,33038040,0,0,0,0,0,1,1,1,1,50,0,1,90
90.5906600952148,1,35907406,0,1,0,0,0,1,0,0,0,75,0,1,52
47.2557792663574,1,33004226,0,0,0,0,0,1,1,0,0,37,0,0,43
45.3221740722656,1,17007496,0,0,0,0,1,1,0,0,1,62,1,1,62
73.4458694458008,0,33089078,0,1,1,0,0,0,0,1,0,49,0,0,NA
33.5857238769531,0,53003624,0,1,1,0,1,0,1,1,0,45,0,1,39
48.0739631652832,1,35008059,0,1,1,0,0,0,1,1,0,28,0,1,58
37.8745727539062,0,35412983,0,1,1,1,0,0,1,1,0,76,0,1,50
42.7261619567871,1,33038929,0,1,1,0,0,1,1,1,0,96,NA,1,75
53.8272666931152,0,23185287,0,0,0,1,1,1,0,0,1,47,0,1,58
43.5837707519531,1,35003256,NA,NA,NA,NA,NA,NA,1,0,0,15,0,0,35
56.1438484191895,0,33106614,0,0,1,0,0,0,1,1,0,38,0,0,58
78.0372695922852,1,33106550,0,0,0,0,1,0,0,1,0,47,0,0,12
52.0964279174805,0,33030286,0,0,0,0,0,0,0,1,0,61,0,0,39
45.4288291931152,0,17018390,NA,NA,NA,NA,NA,NA,0,1,1,56,1,1,NA
56.8377418518066,1,35037254,0,0,0,1,0,0,0,1,0,29,0,1,33
80.3020629882812,1,35019458,0,1,1,0,0,1,1,1,0,55,0,1,69
48.6999702453613,0,23041854,0,1,1,0,1,1,0,0,0,34,0,0,27
47.7252960205078,0,17024307,NA,NA,NA,NA,NA,NA,0,1,0,77,0,1,65
44.8938751220703,0,33038589,0,0,0,0,0,1,1,1,0,46,0,1,50
40.9795761108398,0,31338788,1,NA,0,0,1,1,0,0,0,NA,0,NA,NA
58.0980377197266,1,23132507,1,0,0,1,1,1,0,0,0,36,0,0,54
68.4611892700195,1,33054177,1,0,0,1,0,1,0,1,0,NA,0,1,71
47.9668121337891,0,33126216,1,0,0,1,1,NA,0,0,0,35,0,0,24
62.4496383666992,1,17026172,1,0,0,0,1,1,0,0,0,51,0,1,75
29.1005191802979,0,33028125,NA,NA,NA,NA,NA,NA,1,1,1,44,1,1,56
78.7914810180664,1,23224509,1,0,0,0,1,1,0,0,0,46,0,1,52
73.0120086669922,0,35008825,0,1,1,0,0,0,0,0,0,88,0,1,65
44.7089996337891,0,17026350,0,1,1,0,0,0,1,1,1,74,0,1,67
34.229736328125,1,35037096,0,0,1,0,0,0,0,0,1,44,0,0,50
90.0514831542969,0,31069507,0,1,1,0,0,0,0,0,0,34,0,1,22
52.9796981811523,1,23234814,0,1,0,0,0,0,1,1,0,55,0,1,60
88.1858444213867,1,35042195,0,1,1,0,0,0,0,1,0,54,0,1,46
73.7655487060547,1,23025190,1,0,0,0,1,1,1,1,NA,53,0,1,77
72.6016845703125,0,35191206,1,0,0,0,0,1,0,1,0,63,0,0,39
51.4508476257324,1,53008146,1,0,0,1,0,1,0,0,0,30,0,1,56
68.9364700317383,1,33092230,NA,NA,NA,NA,NA,NA,0,1,0,76,0,1,73
74.0599670410156,0,23012676,1,1,0,0,0,1,0,0,0,59,0,1,73
45.5754508972168,1,23162961,1,1,0,0,1,1,0,0,1,41,0,1,69
99.0759429931641,1,17026172,1,1,1,1,0,1,1,1,1,NA,0,1,NA
54.6168746948242,0,23070897,1,0,0,1,0,1,0,0,0,51,0,1,48
76.6707611083984,1,23001011,1,0,0,0,1,1,0,1,0,61,0,1,54
64.9751892089844,1,23025611,1,0,1,0,1,1,0,0,0,49,0,1,62
76.1698684692383,1,23053356,1,1,1,0,0,1,0,1,0,30,0,1,60
56.4274444580078,0,23100311,1,0,0,0,1,1,1,1,1,68,1,1,58
58.2477531433105,0,35014254,1,0,0,1,0,1,1,1,0,51,0,1,65
71.5441513061523,1,35925020,1,1,1,0,0,0,0,1,0,49,0,1,43
37.3286666870117,0,33018405,1,1,1,0,0,0,0,0,0,42,0,0,22
53.1020545959473,0,33075832,NA,NA,NA,NA,NA,NA,0,0,0,25,0,1,39
43.6506767272949,1,35911343,1,0,1,0,1,1,1,1,0,27,0,0,27
53.5173797607422,1,53005015,NA,NA,NA,NA,NA,NA,1,1,0,63,0,1,39
56.3776359558105,1,17034027,1,0,0,1,1,1,0,0,0,NA,0,1,NA
35.1795272827148,0,23078340,1,0,0,0,1,0,0,1,0,19,0,NA,41
73.6080322265625,1,33039186,1,1,0,0,0,1,1,1,0,87,0,1,69
52.429012298584,0,35038775,1,0,0,0,0,1,1,1,0,71,0,1,33
54.8711318969727,0,35036936,1,0,0,0,0,0,1,1,0,55,0,0,48
56.0931167602539,1,35010686,1,0,0,0,0,1,0,0,0,36,1,0,60
50.9303817749023,1,23069619,1,0,0,0,1,1,0,1,0,9,0,1,50
71.4233245849609,1,23165430,1,1,1,0,1,0,0,1,0,46,0,1,31
75.7455139160156,0,35008540,1,1,0,0,0,0,0,0,0,21,0,0,27
55.3418197631836,0,35905471,1,0,0,1,0,1,0,0,1,NA,0,1,NA
64.4753799438477,0,33106614,1,0,0,0,0,0,1,1,0,34,1,1,56
66.8976211547852,1,33058601,0,1,0,1,0,1,1,1,0,66,1,1,37
68.8589935302734,0,23067268,0,0,1,0,1,1,0,0,0,48,0,1,31
71.9113998413086,1,33049025,0,0,0,1,1,1,0,0,0,21,0,1,33
39.5511474609375,0,33016070,0,1,1,1,0,0,1,1,0,8,0,1,31
39.9085388183594,0,31069469,0,1,0,0,0,1,0,1,0,42,0,1,69
45.3934364318848,1,33039402,0,1,1,1,0,1,0,1,0,58,0,1,43
81.0002212524414,1,31068021,0,1,1,0,0,0,1,1,0,18,0,1,27
50.945484161377,1,35002999,0,0,0,0,0,1,1,1,0,NA,0,1,NA
85.5656890869141,1,53011520,0,0,0,0,1,1,0,1,0,39,1,0,35
72.5176086425781,0,35008667,0,1,1,0,0,0,0,1,0,39,0,1,33
65.6360626220703,1,33047278,0,0,1,1,1,1,0,1,0,27,0,0,NA
41.0557594299316,0,35019653,0,1,1,1,0,0,1,1,1,31,0,1,77
53.142333984375,1,31068683,0,0,0,0,1,0,0,1,0,40,0,0,NA
70.894889831543,1,35001417,0,1,1,1,0,0,1,1,0,46,0,1,46
40.6700553894043,0,53007360,1,0,0,0,1,1,0,1,0,62,0,1,73
73.6699371337891,1,35011605,NA,NA,NA,NA,NA,NA,0,1,0,73,0,0,56
66.7974166870117,0,17026229,1,1,NA,0,0,1,0,0,1,32,1,1,46
88.9299926757812,1,35012359,0,1,1,0,0,0,1,1,0,77,0,1,62
46.9190292358398,1,53005015,NA,NA,NA,NA,NA,NA,0,1,0,58,0,0,20
30.805814743042,0,33006458,1,0,0,0,1,1,1,1,0,40,0,1,54
44.063346862793,0,33074127,0,1,0,1,0,1,0,1,0,61,0,1,75
87.6564025878906,1,35008758,0,1,1,0,0,0,0,0,0,48,0,1,71
53.9491386413574,0,35001284,0,1,0,1,0,1,0,0,0,55,NA,1,54
70.3633117675781,0,35012348,NA,NA,NA,NA,NA,NA,0,1,0,24,0,0,41
50.5059661865234,0,35904958,0,0,1,0,0,0,0,1,0,41,0,1,31
57.2852897644043,1,33019223,1,0,0,0,0,1,0,0,0,73,0,1,71
48.2586212158203,0,17018390,0,NA,NA,NA,NA,NA,0,1,0,29,0,1,22
65.9683532714844,0,33041253,0,1,1,1,0,1,0,1,0,43,0,0,-3
63.0941047668457,1,23011769,0,1,0,0,0,1,0,1,0,24,1,1,69
79.7253570556641,1,35011757,0,1,1,0,0,1,1,1,0,42,0,1,35
83.2218246459961,1,35012051,0,1,0,0,0,0,1,1,0,NA,0,1,NA
68.893684387207,1,35019380,0,1,1,1,0,0,1,1,1,57,0,1,24
47.5693016052246,1,53005465,NA,NA,NA,NA,NA,NA,1,1,0,65,0,1,22
74.1076202392578,1,31068624,0,1,1,0,0,1,0,1,0,56,0,1,54
81.9890747070312,0,23163402,0,1,0,0,0,0,1,1,1,56,0,1,58
50.9721374511719,1,33038929,0,1,1,0,0,1,0,1,0,51,0,0,-9
49.0219535827637,1,33058679,0,0,1,1,0,0,0,1,0,47,0,0,31
38.1368827819824,0,35924544,0,0,0,1,0,1,1,1,0,3,0,1,27
48.5847969055176,0,35018491,0,1,1,1,0,0,1,1,NA,9,0,0,14
34.5390090942383,1,53005473,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA
39.0130996704102,1,53001010,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA
30.8929824829102,1,33086583,0,0,1,0,0,0,1,1,0,43,0,1,50
39.8248329162598,0,23041404,0,0,1,1,1,1,0,1,0,34,0,1,54
33.9514007568359,0,33050805,0,1,1,0,0,0,0,1,0,7,0,0,8
73.9735641479492,1,53006062,0,1,1,0,0,0,NA,1,0,57,0,1,71
53.2227096557617,0,17024790,0,1,0,1,0,0,1,1,0,NA,1,1,NA
56.2610282897949,0,33106681,0,0,0,0,0,1,1,0,0,52,0,1,52
49.6826362609863,1,53006046,NA,NA,NA,NA,NA,NA,0,0,1,36,0,1,82
73.5766983032227,1,31069019,NA,NA,NA,NA,NA,NA,1,0,0,54,0,1,73
79.4936904907227,0,35019653,0,0,1,0,0,0,1,1,0,NA,0,1,NA
86.3733520507812,1,35011149,0,0,0,1,0,1,1,1,1,79,0,1,79
65.2246398925781,0,35019800,0,0,0,0,0,1,1,0,0,47,0,1,31
49.7068710327148,0,53002580,0,1,NA,1,0,1,1,1,0,37,0,1,46
70.794921875,1,35926024,0,0,0,0,1,1,0,1,0,NA,0,NA,27
36.5532073974609,0,33025320,0,1,0,0,0,0,0,1,0,54,0,0,73
35.3920593261719,0,35001570,0,0,0,1,0,0,1,1,0,NA,0,1,10
70.5912628173828,1,23136413,1,0,0,0,1,1,0,0,0,37,0,1,54
63.8135414123535,0,33090300,1,0,1,0,1,1,0,1,0,73,0,0,NA
42.8616561889648,1,33045550,1,0,0,0,1,1,0,0,0,36,0,0,52
91.1836166381836,1,23036010,1,0,0,0,1,1,1,1,0,43,0,1,22
58.0965118408203,0,17046270,1,1,1,0,1,0,0,1,0,63,0,1,82
48.0534362792969,1,17019206,1,1,1,0,0,0,1,1,0,38,0,1,69
74.4519882202148,0,23083921,0,0,0,0,1,1,1,1,0,NA,0,1,NA
59.7540512084961,1,17004950,0,1,1,0,0,0,1,1,0,24,0,0,52
40.9539031982422,0,31069949,1,0,0,1,1,1,0,0,0,21,0,0,56
63.3392295837402,1,35019823,1,1,1,1,0,0,1,1,0,65,1,1,62
70.4630584716797,0,35011940,1,0,0,0,0,0,1,1,1,65,0,1,82
59.6068153381348,1,33106630,1,1,1,0,0,0,0,0,0,32,0,1,46
89.2388534545898,1,53068181,0,0,NA,0,0,1,0,0,1,62,0,1,65
57.3016967773438,0,23163330,1,0,0,1,1,1,1,1,0,49,0,1,50
70.7703399658203,0,17026229,1,1,0,1,0,0,0,1,NA,29,0,1,46
79.5166397094727,1,35003426,0,1,1,1,0,0,0,1,0,NA,0,1,37
63.265552520752,1,35007638,0,1,1,0,0,0,0,1,0,29,0,1,29
55.8555870056152,1,35003256,0,0,0,0,1,0,0,0,1,45,1,1,71
35.0905151367188,0,35906748,0,1,0,0,0,0,1,1,0,19,0,1,48
88.6566619873047,1,53003608,0,0,0,1,0,0,1,1,0,73,0,1,41
37.9896583557129,1,33012083,0,1,0,0,1,0,1,1,0,44,0,0,31
37.5622673034668,0,31069191,0,1,1,1,0,0,0,0,0,60,0,1,39
61.0476455688477,0,33019681,0,1,0,1,0,0,1,1,0,30,0,1,54
34.0680389404297,0,33018405,0,0,0,1,0,1,0,0,0,54,1,1,79
52.8533401489258,1,23234814,0,1,0,0,0,0,0,0,0,87,0,1,69
71.0131149291992,1,23070382,0,1,0,0,0,1,1,1,1,56,0,1,69
37.1586723327637,0,33049980,0,1,1,1,0,1,0,1,0,NA,0,0,NA
33.6524085998535,0,53011597,0,0,0,1,1,0,1,1,0,28,0,1,52
54.6146011352539,1,17047790,NA,NA,NA,NA,NA,NA,0,0,0,54,0,1,29
42.7689895629883,1,53006070,NA,NA,NA,NA,NA,NA,0,1,0,22,0,0,31
40.1517868041992,1,23162406,0,1,0,1,0,1,1,0,1,28,0,1,82
74.2606506347656,1,23065842,0,0,0,0,0,1,0,1,0,70,0,1,62
84.3437194824219,1,23264063,1,1,1,0,1,1,0,0,0,57,0,1,79
54.6541175842285,1,23073039,1,1,0,0,1,1,0,1,0,54,0,1,69
80.1490325927734,1,33039186,0,1,1,0,1,1,1,1,0,49,0,1,48
72.9481430053711,1,35008059,0,1,1,0,0,0,1,1,1,58,0,1,60
48.2593688964844,1,53006070,NA,NA,NA,NA,NA,NA,0,1,0,34,0,1,24
78.109748840332,0,33015309,0,1,1,0,0,0,0,0,0,52,0,0,39
78.7235794067383,1,53001214,0,1,1,0,0,0,0,1,0,44,1,1,39
32.3403854370117,0,33049718,0,0,0,1,0,0,0,1,0,21,0,0,22
67.2260971069336,1,35914757,1,1,0,0,0,1,1,1,0,57,0,1,60
34.3629417419434,1,35037217,0,0,0,1,0,0,1,1,0,36,0,1,65
59.0839004516602,0,35019872,0,1,1,0,1,0,0,1,0,30,0,1,41
66.0234222412109,0,53006739,NA,NA,NA,NA,NA,NA,0,1,0,56,0,1,20
75.0158996582031,0,35008540,0,0,1,0,0,1,1,1,1,50,0,1,48
64.7096099853516,1,35011514,0,0,0,0,0,1,0,1,0,54,0,1,46
54.547492980957,1,53002482,0,0,0,1,1,1,0,0,0,35,0,1,62
71.9576263427734,0,35901097,0,1,1,0,0,0,0,1,0,NA,0,1,NA
82.5522003173828,1,35012051,0,1,1,0,0,0,0,1,0,50,0,1,41
56.23876953125,0,35019653,0,0,1,0,1,1,0,1,0,51,0,1,52
33.7464370727539,1,23162961,0,0,0,0,1,1,0,0,0,34,0,1,54
69.6823959350586,0,35011617,NA,NA,NA,NA,NA,NA,1,1,0,51,0,0,62
60.0963745117188,0,33029660,NA,NA,NA,NA,NA,NA,0,0,0,41,0,1,35
67.3252258300781,1,35011496,0,0,0,0,0,0,1,1,NA,51,NA,1,65
32.7177047729492,0,35920630,0,1,0,0,0,1,0,0,0,66,0,1,39
77.6512680053711,1,35014072,0,1,1,0,0,0,1,1,0,41,0,1,48
36.1628532409668,1,35904594,0,0,0,0,0,1,0,1,0,22,0,0,35
63.990966796875,0,23190884,0,0,0,1,1,1,1,1,0,38,0,1,58
65.2702407836914,1,35005903,0,1,1,1,0,0,0,1,0,NA,0,1,NA
55.7019424438477,0,53007360,NA,NA,NA,NA,NA,NA,0,1,0,40,0,1,16
69.2356185913086,0,35909836,0,1,1,0,0,0,1,1,1,36,0,1,77
40.1042518615723,0,35001570,0,0,0,1,0,0,1,1,1,56,0,1,29
32.3091087341309,0,35904934,0,1,1,1,0,1,1,1,0,12,0,1,NA
66.8965606689453,0,35909836,0,1,1,1,0,1,0,0,0,38,0,1,65
44.8485984802246,0,35036110,0,1,0,0,0,0,1,1,0,26,1,1,54
59.2248039245605,1,33001359,0,1,1,0,0,0,0,0,0,31,0,1,33
36.835033416748,0,53007492,NA,NA,NA,NA,NA,NA,0,1,0,46,0,1,35
41.9160842895508,0,23165618,NA,NA,NA,NA,NA,NA,1,0,0,44,0,1,67
68.3555603027344,1,17004950,0,1,1,0,0,0,0,1,1,52,0,1,62
73.9086532592773,1,35901271,1,0,0,0,1,0,0,1,0,45,1,0,39
76.9351348876953,0,53007492,NA,NA,NA,NA,NA,NA,1,1,0,63,0,1,62
51.5685272216797,1,33001286,1,1,1,0,0,0,0,1,0,49,0,0,54
77.0078048706055,0,35018594,0,1,NA,0,0,0,0,0,1,50,0,0,48
60.2081718444824,1,33097224,1,1,0,0,0,1,1,1,0,29,0,1,67
82.6745681762695,1,23064323,0,0,0,0,1,1,0,0,0,48,0,1,46
85.0085067749023,1,35901398,0,1,1,0,0,0,1,1,1,60,0,0,24
72.4448394775391,1,33027137,NA,NA,NA,NA,NA,NA,0,1,0,69,0,1,33
45.3738441467285,0,17024790,0,1,0,0,0,1,1,1,1,52,1,1,5
40.9042854309082,0,35904934,0,0,0,1,0,0,1,1,0,54,0,1,52
55.4362907409668,0,53007492,NA,NA,NA,NA,NA,NA,1,1,0,59,0,1,67
41.4586486816406,0,33050791,1,0,0,0,0,0,1,1,0,34,0,1,58
74.4105529785156,1,35907352,1,1,0,0,0,0,0,1,0,53,0,0,48
56.1597862243652,1,35044436,0,1,1,0,0,0,0,1,0,63,0,0,29
62.8309020996094,0,33017000,1,0,0,1,1,0,0,0,0,31,0,1,75
60.9931488037109,0,35011927,1,1,1,0,0,0,1,1,0,61,0,0,60
56.4951705932617,1,33020140,1,0,1,1,0,0,0,0,0,44,0,0,69
54.5322723388672,0,35923059,1,1,0,0,0,0,0,0,0,NA,0,1,65
39.0707359313965,0,33093555,0,0,0,0,0,1,0,0,0,75,0,1,67
40.0290336608887,0,35412173,1,1,1,1,0,1,1,1,0,38,0,0,-3
63.8600769042969,1,35005903,1,1,1,0,0,1,0,1,0,33,0,0,18
65.9629592895508,1,35013821,1,1,1,0,0,0,1,1,1,54,1,0,58
66.1399612426758,0,53007360,1,1,1,0,1,0,0,0,0,41,0,1,NA
61.3581657409668,1,35012233,1,0,0,1,0,0,1,1,1,50,0,1,67
82.8376312255859,0,35018508,1,0,0,0,1,0,0,0,0,15,0,1,46
63.4077033996582,0,35047156,1,1,0,0,0,0,0,0,0,62,0,1,86
57.9035568237305,1,17014727,1,1,1,0,1,1,0,1,0,56,0,1,33
51.063060760498,1,35045640,1,0,0,NA,1,NA,0,0,0,52,0,1,77
69.922492980957,0,17046270,1,0,0,0,0,1,0,1,0,61,1,1,69
62.2882804870605,1,35925068,1,0,0,0,1,1,0,0,0,54,0,1,48
51.0251884460449,1,35014217,0,0,0,0,0,1,0,1,0,75,0,1,69
68.1265258789062,0,33051321,0,0,1,1,0,1,1,0,0,63,0,1,60
32.0324020385742,0,33032360,0,0,0,0,0,0,1,1,0,NA,0,0,22
63.4910583496094,0,33096694,0,1,0,0,0,0,1,0,0,70,0,1,71
34.3404808044434,0,35904958,0,1,0,1,0,0,0,0,0,48,0,1,56
63.0384330749512,1,31068683,0,0,0,0,0,0,0,1,0,63,0,1,58
59.5939865112305,0,35901118,0,0,0,0,0,1,0,1,0,57,0,1,35
76.8053894042969,0,35924003,0,0,0,0,0,1,0,0,0,54,0,0,-1
63.2869720458984,0,33082073,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA
64.2180404663086,0,35036110,1,1,1,0,0,1,1,1,0,37,0,1,NA
52.6384201049805,1,23186488,1,1,1,0,0,1,1,NA,0,58,0,0,46
76.8517532348633,1,53004981,1,0,1,0,0,1,1,1,1,41,0,1,24
54.3914108276367,1,33058679,1,0,1,0,0,0,0,1,0,22,0,0,22
52.9870147705078,1,33054177,1,0,0,1,1,0,0,1,0,16,0,0,37
74.6719131469727,0,33038228,1,NA,1,1,0,0,0,0,0,75,0,1,56
67.6077880859375,1,33063397,1,0,0,1,0,1,0,0,0,NA,0,0,NA
50.5793800354004,0,33014736,1,0,1,0,1,1,0,0,0,45,1,1,46
46.9820327758789,0,33050554,1,1,NA,0,1,1,0,1,0,41,0,0,46
57.4659309387207,0,35001247,1,1,1,0,0,0,0,0,0,41,0,1,27
60.8991775512695,1,17024919,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,1,NA
46.9546165466309,0,33029660,NA,NA,NA,NA,NA,NA,0,1,0,38,0,1,8
53.1637229919434,1,53008464,NA,NA,NA,NA,NA,NA,0,1,1,17,0,1,65
60.6276016235352,1,35045640,1,0,1,0,0,0,1,1,0,38,0,1,29
44.3305969238281,1,31322539,1,0,0,0,1,1,1,1,0,26,0,1,43
87.6052322387695,1,33030987,1,0,0,0,1,1,1,1,0,67,0,1,82
67.9703674316406,1,35002963,1,1,1,0,0,0,0,1,0,30,0,1,16
59.5723724365234,0,17046270,1,1,1,0,0,1,1,1,0,57,0,1,60
72.2552337646484,0,23080841,0,1,0,1,0,0,0,1,0,NA,0,1,NA
67.0012359619141,0,33032360,0,1,0,0,0,1,0,1,0,34,0,0,-5
57.8107299804688,1,53008464,NA,NA,NA,NA,NA,NA,0,0,0,36,0,0,18
