"outcome","treatment","X1","X2","X3","X4","X5","X6","X7","X8","X9"
0,1,-0.32,-1.61,-0.79,0.79,0.32,0,1,0,0
1,1,-0.38,-1.68,0.02,-0.26,0.79,1,0,0,1
1,1,1.35,-0.11,0.88,-0.58,0.49,1,0,0,1
1,1,-0.07,0.1,-0.49,0.83,-1.21,1,1,1,1
1,1,-1.17,0.71,0.04,1.17,-0.37,0,1,1,1
1,0,0.58,-0.91,-2.5,0.74,-0.14,1,0,0,1
1,0,-0.29,-0.06,0.11,0.52,0.24,1,1,1,1
1,0,-0.81,-0.38,0.86,0.68,0.73,1,1,0,1
0,0,-0.87,-2.55,1.63,0.93,0.38,0,1,1,0
1,1,1.2,-0.85,-1.88,-0.07,0.41,0,1,0,0
1,1,-0.66,-0.45,-1.14,-1.07,0.78,0,1,0,1
1,0,-0.81,-0.04,-0.49,-0.05,-1.01,0,0,1,1
1,1,0.19,1.72,-2.78,0.97,-0.11,1,0,0,1
0,0,-0.95,0.98,0.01,2.55,-2.46,1,0,1,1
1,1,-0.33,1.71,0.24,1.28,2.55,1,1,1,1
1,0,0.27,-0.35,1.18,0.53,1.99,1,0,1,1
1,1,-1.74,0.24,0.22,-0.98,-0.09,1,0,0,1
1,0,-0.16,-1.09,-0.96,-1.48,2.89,0,1,1,1
1,0,-0.43,-0.63,0.13,0.56,0.47,1,0,1,0
0,1,-1.23,0.87,-0.39,-0.67,2.07,1,1,0,0
1,1,0,-0.67,0.27,1.29,0.74,1,1,1,0
1,1,1.85,0.12,1.19,-0.96,0.21,0,1,0,0
1,0,0.21,1.44,1,-1.29,-0.79,1,0,1,0
1,1,1.04,-0.17,-1.95,1.1,-0.77,1,0,0,1
0,0,-0.59,0.88,-0.71,0.25,1.91,1,0,0,1
0,0,-0.9,-0.82,-1.51,0.78,-3.04,0,1,1,0
1,0,-0.78,0.48,0.3,-1.17,1.1,1,1,1,0
1,1,-1.88,1.74,-0.44,1.25,-0.45,1,1,0,1
1,1,0.81,-1.51,0.91,1.12,-0.37,0,0,0,1
1,0,-0.08,-1.74,-1.19,1.12,2.22,0,1,1,0
0,0,0.92,1.56,-0.73,-0.26,-0.41,0,0,0,1
1,1,0.41,0.36,-0.93,-0.67,-0.79,0,0,0,1
1,1,0.19,1.67,1.53,-3.72,-2.07,1,1,0,0
1,0,-0.27,0.26,-0.11,3.94,1.26,0,1,1,1
0,0,-0.34,0.71,0.17,0.59,1.12,0,1,1,1
0,0,0.06,-1.97,0.02,1.4,-1.01,0,1,1,1
1,1,1.12,-0.35,1.78,0.39,-0.95,1,1,0,1
1,0,0.34,-1.78,-1.74,0.24,-0.4,1,1,1,0
1,0,-0.02,-0.92,2.2,1.2,0.66,0,0,0,1
1,0,-0.17,-2.13,-0.36,0.15,-0.09,0,1,1,1
1,0,1.97,-0.22,-0.28,0.02,1.2,1,1,0,1
0,0,-0.41,-0.29,-0.91,0.74,0.06,1,0,0,1
1,1,1.12,0.04,-0.12,0.86,-0.48,1,1,1,0
1,0,-0.3,-1.56,-0.6,0.67,0.37,0,0,1,1
1,1,0.81,-2.23,0.74,-1.73,-0.51,1,1,0,1
0,1,-0.46,-0.12,0,0.1,0.52,0,0,0,1
0,0,-1.34,-1.79,0.57,-0.39,0.19,0,0,0,0
1,0,1.92,0.84,2.24,0.86,-0.06,1,1,1,1
1,0,-0.66,0.18,1.29,-0.31,0.37,1,1,1,1
1,1,0.92,-0.1,-0.46,-0.46,-1.23,1,0,0,0
0,0,-0.36,-0.82,-2,1.96,0.04,0,1,0,1
1,0,0.66,-0.57,-0.54,-1.8,-1.1,1,1,1,0
1,0,-0.81,-1.53,-0.79,-0.01,-1.7,0,0,0,0
1,1,1.71,0.86,0.28,-2.03,1.47,1,0,0,0
1,0,0.65,-1.56,-1.73,1.81,-0.83,1,0,1,1
1,1,-0.32,1.24,-1.15,0.41,-0.04,0,1,0,0
0,1,-0.28,0.84,0.42,0.76,0.97,0,1,0,0
1,0,0.09,-0.74,-0.18,-0.56,-0.34,0,1,0,0
1,1,-0.1,-0.06,-0.14,0.18,-2.25,1,1,0,1
1,1,0.38,-0.88,-0.45,-0.41,-0.15,1,0,1,0
1,1,-0.77,1.27,0.64,0.52,0.96,1,1,1,0
1,0,-0.31,0.13,1.37,-0.41,-0.42,0,1,1,0
1,0,-1.82,1.35,-1.11,1.48,1.02,1,1,0,0
1,1,1.13,0.89,0.18,-0.17,2,0,1,1,0
0,0,0.58,-1.97,-1.88,0.41,0.74,1,1,0,1
1,0,-0.85,0.44,-0.9,-0.78,1.72,0,0,0,0
1,0,0.98,-2.69,0.94,-0.14,1.22,1,1,0,1
1,1,-0.23,-0.13,0.21,-0.44,1.87,1,1,0,0
1,1,-0.63,1.77,0.26,-0.21,1.82,0,1,0,1
1,0,-0.2,0.03,1.43,-0.43,0.23,1,0,1,1
1,1,0.9,0,0.23,-0.8,-1.4,1,1,0,0
1,0,0.39,-2.39,-1.07,-1.54,-0.12,0,1,1,1
1,0,0.66,-0.97,-0.1,0.36,0.43,0,1,0,1
1,1,-0.46,0.24,-1.34,0.98,-0.23,1,1,1,1
0,0,-0.33,0.62,0.07,1.92,-0.62,0,1,1,0
0,1,0.38,1.09,1.35,-1.5,-0.74,1,1,0,1
0,1,-0.53,1.54,0.19,-0.63,-1.17,1,0,0,0
1,0,-0.9,-0.41,-0.58,0.87,0.02,1,0,0,0
0,1,-0.38,-0.45,-1.87,0.49,0.78,0,0,1,0
1,0,-0.68,-1,0.28,1.91,0.23,0,1,0,1
0,0,-0.66,0.07,-0.65,-0.16,0.31,1,1,1,0
1,1,0.91,-0.05,-0.47,-1.66,0.2,0,1,1,0
1,0,-1.12,0.47,0.41,-1.6,-1.62,0,0,1,1
1,0,0.27,-1.6,0.1,0.1,-0.39,0,0,0,0
0,1,-1.28,-0.39,-0.91,1.81,0.35,0,0,1,1
1,1,-0.13,1.09,-2.46,-1.4,-0.91,1,1,1,0
1,1,1.18,-0.07,-1.88,0.02,1.57,1,1,1,0
1,0,-1.51,0.5,0.89,-0.8,0.14,1,0,1,1
0,1,0.26,1.58,-0.74,-0.31,-0.75,0,0,1,0
1,1,0.3,0.34,-0.09,0.5,0.5,1,1,0,1
1,0,-1.51,0.87,0.85,-0.07,0.99,1,0,1,1
1,1,-0.19,-0.06,-0.55,0.73,-1.5,0,1,0,0
0,0,-0.81,-1.01,-0.47,-0.02,0.59,1,1,1,1
1,0,-1.24,-0.82,-0.91,1.67,0.58,1,0,0,1
1,0,0.68,-0.08,-0.19,-0.14,0.49,0,1,1,1
0,0,-0.81,-1.05,-0.8,-1.76,0.39,1,0,1,0
1,1,2.03,-0.71,-0.5,-1.62,0.19,0,0,0,0
1,1,-0.87,1.54,3.76,-0.32,1.36,1,1,0,0
0,1,-0.01,-0.27,-0.22,-1.33,1.08,1,1,1,0
1,1,0.47,2.01,-0.16,0.16,-0.26,0,0,1,1
1,1,0.62,-0.76,-0.4,-0.42,0.93,0,0,1,1
0,0,0.04,-0.78,-0.41,-1.51,0.9,0,1,1,0
1,1,0.38,0.38,0.99,1.62,1.01,1,0,0,0
0,0,-0.37,-0.58,1.79,-0.3,-0.21,0,0,0,0
0,1,-0.45,1.22,0.32,0.04,0.9,1,1,1,0
0,0,-0.6,-1.63,0.3,-0.28,0.22,1,0,1,0
1,0,-0.35,-1.39,-0.9,-1.67,0.13,0,1,0,1
1,0,0.14,-0.14,-0.56,-1.24,1.47,1,0,0,0
1,1,0.36,1.31,-1.45,-0.56,0.77,0,0,0,1
1,0,0.05,0.03,-0.64,-2.24,-0.38,0,1,0,1
1,0,0.54,0.04,-1.44,-0.6,-2.23,1,1,0,1
1,1,1.22,-0.03,0.39,0.2,0.35,0,0,1,0
1,1,1.25,-0.23,1.25,-0.87,0.89,0,0,1,1
1,0,-1.46,-0.86,-0.02,1.34,0.66,1,0,1,0
1,1,-1,-0.72,0.66,-0.32,-0.86,1,1,0,1
1,1,1.39,-0.07,-0.25,-0.49,1.08,0,0,1,1
1,0,0.55,-0.77,-0.67,-0.68,-0.43,0,0,1,0
1,1,-0.7,0.85,0.68,-0.18,0.84,1,1,1,0
1,0,1.01,-0.45,-0.54,-0.23,2.49,1,1,0,0
1,1,-2.1,-0.93,1.36,-1,0.35,1,0,0,1
1,1,1.08,1.54,0.18,0.92,-0.27,0,0,0,1
1,0,-0.16,1.1,-1.12,-0.29,0.13,0,0,0,0
1,1,0.58,-1.23,0.59,-0.2,-0.85,1,0,1,0
1,1,0.44,-0.02,0.14,-1.62,-0.5,1,1,1,0
1,1,1.71,0.61,-0.82,1.56,1.08,1,1,0,1
1,1,1.16,0.26,0.12,2.03,-0.3,0,1,1,0
1,0,-0.36,-0.76,0.62,1.19,0.52,0,0,1,0
0,1,0.9,0.06,0.84,0.43,0.56,1,1,0,1
1,0,0.47,-1.92,0.1,-0.29,1.36,1,1,1,0
0,1,0.29,0.72,-1.33,0.08,1.39,0,0,1,1
1,1,0.6,0.41,-1.35,-1.98,-0.75,0,1,0,0
0,1,1,0.97,-0.4,-0.14,-0.15,1,0,1,0
0,0,0.46,0.7,1.23,-0.24,0.56,0,1,1,1
0,0,0.52,-1.72,0.99,0.43,0.99,1,0,0,1
1,1,1.38,-0.7,0.94,-0.57,1.75,1,0,1,1
1,0,-0.45,-1.63,-0.16,1.29,0.36,1,1,0,1
1,1,0.15,0.5,0.34,0.24,2.31,0,1,1,0
1,1,0.09,1.17,-1.05,1.03,-0.45,0,0,0,0
1,0,-0.92,0.83,0.9,1.72,0.7,1,0,1,0
1,0,-1.49,0.24,-1.22,1.29,-0.23,0,1,0,1
0,0,1.66,-0.82,-0.61,-0.68,-1.57,1,0,0,0
1,1,-0.24,0.07,-1.55,1,0.76,1,0,1,1
1,1,0.57,-1.29,0.3,0.54,-0.65,1,1,1,1
1,0,-0.9,-1.53,2.05,1.95,0.42,0,1,1,0
0,1,0.86,-1.19,0.86,0.41,0.13,0,0,1,0
1,1,0.57,0.18,2.39,0.6,-1.3,0,1,1,1
1,0,-0.31,0.56,-0.51,-0.37,-0.53,0,1,1,0
1,1,4.06,-1.07,0.79,-0.17,-1.62,1,1,1,0
1,1,0.28,-0.11,-2.26,-1.73,-0.87,0,0,1,1
1,0,-1.19,-0.98,0.8,-0.58,1.27,0,0,1,1
1,0,0.37,-0.84,1.64,0.48,0.88,0,1,0,1
0,0,1,-1.55,-0.79,-2.11,2.07,0,0,0,1
1,0,-1.62,0.03,0.45,0.33,0.23,0,1,0,1
1,1,1.03,-1.3,-0.32,0.06,0.26,1,0,1,1
1,0,0.11,0.33,0.75,0.41,1.44,0,0,1,0
1,1,-0.33,1.22,-0.56,-1.21,-0.06,1,0,1,1
1,0,1,0.02,0.42,0.26,-0.05,1,1,1,0
1,0,0.77,0.42,2.4,0.75,0,0,0,0,1
1,0,-2.6,1,-0.49,1.1,-1.16,0,1,1,0
1,0,-1.61,-0.18,-0.96,-0.03,0.59,0,1,1,1
0,0,-0.01,1.04,-1.01,1.13,0.51,0,0,0,0
1,0,0.22,-0.96,-0.12,1.76,-1.03,0,0,1,1
0,0,-1.04,-1.24,0.36,0.48,0.23,1,0,0,1
0,0,-0.22,-1.7,-0.19,1.47,-1.6,1,0,0,0
1,1,-0.41,-0.33,0.78,-1.94,-0.32,0,0,1,1
1,1,-1.14,-1.3,0.23,1.79,-0.6,1,0,0,0
0,1,-2.13,0.37,-0.81,-1.27,-0.51,1,0,0,1
1,0,-0.99,-0.07,-1.59,0.15,-0.37,1,0,1,1
1,1,0.58,0.19,-1.32,-1.29,0.97,1,1,1,0
1,1,-0.06,-0.19,-1.34,0.21,-0.57,0,1,0,0
1,1,0.31,1.76,0.66,-0.62,-0.7,0,1,0,1
1,0,0.03,-0.21,-0.11,0.17,0.05,1,1,0,1
0,1,0.05,0.46,-1.57,-1.79,1.97,1,0,1,0
1,0,0.07,0.33,-0.98,0.72,1.03,0,1,1,1
1,1,-0.58,1.46,-0.09,0.52,1.15,1,0,1,0
1,1,-0.64,-1.36,-1.88,-0.33,0.86,0,0,1,1
0,0,-0.49,-0.4,1.6,0.06,1.04,0,0,1,0
0,0,-0.37,0.26,-0.27,0.45,-0.35,1,0,1,0
1,0,-1.04,-0.84,-2.17,-0.05,0.08,1,1,1,1
0,1,-0.75,-2.52,-0.31,-0.03,-0.02,1,0,1,0
1,0,-0.23,-0.35,-0.74,1.26,1.36,1,1,0,1
1,0,0.27,1.2,1.38,1.34,0.95,0,1,0,0
1,1,1.78,0.94,-2.16,1.91,-0.81,0,1,1,0
1,1,2.54,0.51,-0.14,-0.03,-0.98,1,0,1,1
1,1,2.02,-0.5,0.19,0.14,2.59,0,0,1,0
0,0,-0.09,-0.5,1.42,-0.6,0.27,1,1,0,1
1,1,0.2,-0.48,-0.71,0.42,0.04,1,0,1,1
1,0,0.08,-1.23,0.56,-0.01,-0.68,1,1,0,1
1,0,-0.84,-0.86,0.03,-0.47,1.32,1,1,1,1
1,0,1.65,-1.51,-1.26,-0.38,-1.47,1,0,1,1
1,0,-0.35,-0.95,-0.63,1.52,-0.21,0,0,1,0
0,0,0.55,2.15,-0.82,-2.25,-1.38,1,1,0,0
0,0,0.92,-0.16,0.35,-1.22,-1.62,1,1,1,0
0,1,-0.09,0.52,-0.16,-0.13,0.06,1,0,1,0
1,0,-1.78,-2.82,0.5,0.39,0.17,1,1,1,1
1,0,-0.65,-1.41,0.9,1.18,-0.47,0,0,0,0
1,0,-0.52,0.24,-0.77,0.88,-0.47,0,1,1,1
1,1,-0.21,-0.67,0.26,0.99,-1.16,1,1,0,1
1,0,1.19,1.1,-1.51,0.52,0.02,0,0,1,0
1,0,-0.79,0.47,0.28,0.15,-0.15,1,1,0,1
1,0,-0.38,-0.31,-0.19,0.75,0.57,0,1,0,0
1,0,-0.28,-0.45,0.09,1.03,0.19,0,1,1,0
1,1,0.35,0.32,0.57,-0.22,-0.15,1,1,0,1
0,0,0.15,-0.02,-0.86,0.98,0.21,1,0,1,0
1,1,0.36,0.17,0.36,-2.21,0.42,0,0,1,0
1,0,-0.99,0.83,0.68,2.44,-1.01,0,1,0,1
1,1,0.38,0.18,-0.63,0.75,1.18,0,0,1,1
1,0,1.33,-1.31,-0.78,0.41,0.46,1,0,1,1
1,0,0.61,-2.17,-1.74,0.22,1.09,0,1,0,1
1,1,0.32,0.38,-0.18,-0.29,0.8,1,1,1,0
1,1,0.97,-0.84,0.99,0.84,-0.16,0,0,1,0
1,1,0.14,-0.79,1.07,0.07,-0.45,0,1,1,0
1,0,-0.95,-0.27,-0.9,-0.15,0.15,0,1,1,0
1,0,-0.64,-0.64,0.57,-1.26,-1.28,0,0,1,0
1,0,-0.19,-0.4,-1,2.19,2.29,0,1,1,1
1,1,1.4,0.37,1.39,0.35,-0.09,1,0,1,0
1,0,-1.93,0.43,-0.09,-0.33,-0.44,0,1,0,0
1,0,-0.13,0.04,-2.07,-1.75,-0.93,1,1,1,0
1,1,-0.24,0.97,-0.66,0.3,-0.27,1,1,1,1
1,1,0.1,1.19,0.93,-0.33,-1.4,0,1,1,1
1,0,-0.04,-1.56,1.9,0.18,-0.17,0,0,1,0
1,0,-0.39,-0.8,-0.22,0.03,2.06,0,0,0,1
0,1,-0.07,0.42,-1.13,-0.58,0.23,0,0,0,0
1,1,1.26,-0.12,0.51,-0.43,0.09,1,0,1,1
1,1,-0.4,-2.07,1.4,0.35,1.77,1,1,0,1
1,0,-1.27,-0.82,0.73,0.89,-0.08,0,1,1,0
1,1,-0.53,1.58,2.01,-0.77,0.57,0,0,1,0
1,1,-0.03,0.33,-1.49,0.82,-0.99,1,0,1,0
1,0,0.08,0.24,0.57,1.09,-0.19,1,1,1,1
0,1,0.16,-0.62,1.21,0.48,2.44,1,0,0,1
0,1,-0.13,1.77,-0.47,-0.64,1.78,1,1,1,0
1,1,-0.09,1.17,-0.06,0.06,-0.98,0,0,0,1
1,1,0.95,0.6,-0.59,1.37,-0.3,1,0,1,1
1,1,1.51,-0.45,-1.6,-0.81,0.57,0,1,1,0
1,1,1.52,-0.14,0.34,-0.49,-0.61,0,0,1,0
0,1,-0.17,1.13,-2.03,1.47,-0.67,1,1,0,0
1,0,1.13,0.5,0.16,-0.27,0.36,0,0,1,1
1,0,1.45,-0.29,-0.33,-1.18,0.57,0,1,1,0
1,0,-0.29,0.17,0.35,-1.46,-0.53,0,0,0,0
0,0,-0.07,-2.45,-1.06,0.46,-0.91,1,1,0,1
1,1,0.29,0.9,-0.69,-1.07,-2.38,0,1,0,1
1,0,-0.14,-0.39,0.18,-0.63,1.43,1,1,1,0
1,0,-0.29,0.32,-0.02,-2.23,-2.43,0,0,0,0
0,0,0.87,-1.22,1.38,0.73,-0.17,1,1,0,0
1,1,-0.36,-0.13,0.6,-0.69,0.97,0,1,1,1
1,1,-0.2,0.17,-0.78,0.35,-0.95,0,0,0,1
1,1,0.28,0.74,-0.82,1.03,1.57,0,0,1,1
1,0,-0.18,0.13,-0.31,0.8,0.41,0,0,0,1
1,0,-1.14,-0.01,1.15,-1.04,0.94,1,0,0,1
1,1,0.58,2.09,2.7,-1.19,0.26,0,1,0,0
1,0,-1.07,-0.2,1.5,-1.11,-0.45,1,1,0,0
1,0,0.4,-0.27,0.65,0.99,-1.16,1,0,1,0
1,0,1.15,-1.04,-1.99,-0.09,0.52,0,0,1,1
1,1,0.62,0.99,-0.71,-2.51,0.26,0,1,1,0
1,0,-0.32,-0.03,1.62,-0.31,-2.35,0,0,0,0
1,1,0.37,0.51,-0.73,-0.69,0.72,1,0,1,1
0,0,-1.51,-1.14,1.45,-0.97,2.26,0,0,1,0
1,1,0.46,2.43,0.06,-0.73,-0.95,1,0,0,1
1,1,0.72,-1.55,0.54,0.48,-1.68,1,1,0,0
1,0,0.07,-0.77,1.02,-0.24,0.99,1,1,1,1
1,1,-0.15,-0.16,0.58,0.48,0.41,0,1,1,1
1,0,-1.17,0.79,-0.06,0.46,0.21,1,1,0,1
1,0,-0.96,0.32,0.25,-0.88,-0.34,1,0,0,0
1,1,0.75,1.11,0.65,1.25,0.16,1,0,1,0
1,1,0.79,-0.54,-0.21,-1.07,1.76,1,0,0,1
0,1,0.2,1.45,1.98,-1.7,-0.13,0,1,1,0
1,1,1.56,0.27,-2.21,-0.01,0.93,0,1,1,0
1,1,2.14,-0.2,1.86,-0.95,-2.84,0,0,0,1
1,0,0.03,0.46,0.13,0.31,0.38,1,0,0,1
1,1,-1.35,0.04,0.06,-0.25,0.68,1,0,1,1
1,1,0.92,-0.03,0.17,1.05,2.13,0,0,0,0
1,1,1.6,-0.54,-0.95,0.5,-0.19,1,0,0,1
1,0,-0.39,-0.53,1.37,0.03,2.19,0,1,0,1
1,0,-0.11,-0.97,0.19,-1.58,-0.78,1,0,0,0
1,1,0.23,0.14,0.25,-1.47,-0.36,0,1,0,1
1,0,0.56,0.25,0.96,-0.09,-0.39,1,1,0,0
1,0,0.44,-0.32,-1,1.31,0.99,1,0,1,1
1,0,-0.02,-1.01,0.92,-0.62,1.06,0,1,0,1
1,1,-0.07,1.72,1.27,0.46,-0.63,0,0,0,0
1,1,-1.13,1.18,-0.93,-0.25,0.05,0,1,0,0
1,1,0.2,1.61,-0.85,1.68,-0.86,0,0,1,1
1,1,-0.18,0.88,1.08,0.07,0.64,1,1,1,1
0,0,-1.64,0.6,-1.92,0.83,-0.13,0,0,0,1
1,1,-1.04,-0.41,-0.3,1.03,-1.82,0,1,1,0
1,1,0.01,0.22,0.92,0.01,1.85,0,1,0,0
1,1,-0.42,0.91,-1.67,-0.17,-0.29,1,1,1,0
0,1,0.05,0.78,0.01,-0.93,-0.77,0,1,0,0
0,1,-0.76,0.28,0.85,-0.62,0.9,0,0,0,1
0,0,-0.07,-1.7,-1.73,-0.87,-0.25,0,1,0,0
1,1,1.97,0.02,-0.27,0.41,-3.29,0,1,1,1
1,1,1.2,1.47,-1.39,1.1,0.42,1,0,0,1
1,0,0.86,-0.5,-1.12,1.83,-2.18,1,0,1,0
1,1,1.26,1.65,-0.07,-1.57,-0.69,1,0,1,0
1,0,0.65,1.47,0.5,0.19,0.56,1,1,0,1
1,0,0.32,-1.54,0.48,-0.27,1.81,1,0,1,0
1,0,-0.73,-0.15,-0.62,-0.43,0.7,0,0,1,1
1,1,-0.69,1.25,0.12,1.55,-2.13,0,0,1,0
1,0,-1.38,0.03,0.38,-1.96,-0.92,0,1,0,0
1,0,1.26,-1.63,-1.1,1.3,-0.56,1,0,0,1
1,1,0.8,0.84,-0.96,0.89,0.69,1,0,1,1
1,0,-0.24,-0.03,1.51,-1.66,-1.01,0,1,0,0
1,1,0.33,-0.37,-1.11,0.28,1.03,1,0,1,1
1,0,0.66,-0.41,-0.98,-0.6,0,0,1,1,1
0,0,-0.34,-0.28,-0.61,0.04,0.92,0,0,0,0
1,0,-0.85,-0.27,0.38,-0.37,1.46,0,0,0,0
1,0,-1.06,-2.36,1.99,1.5,0.4,1,1,1,0
0,0,-0.15,-1.06,-0.08,0.11,-0.36,1,1,1,1
0,1,-0.12,0.17,-0.72,-0.13,0.19,0,0,0,0
1,1,0.68,0.4,-0.18,-1.91,0.61,1,0,1,0
0,1,0.24,-1.27,1.4,-1.15,0.51,0,1,0,0
1,0,-0.72,-0.05,0.78,-0.04,0.97,0,1,1,0
0,0,-0.78,-1.15,-1.03,-0.02,0.46,0,1,0,0
1,0,1.07,-0.38,0.72,-0.83,0.56,0,0,1,1
0,1,-0.94,-0.26,0.03,1.83,-0.7,1,0,0,0
0,0,-0.54,-0.78,-0.14,2.25,-0.64,0,0,0,1
1,0,0.19,-0.69,0.85,1.36,-0.3,0,1,1,1
1,1,-0.24,0.97,-0.79,-0.81,-0.04,1,0,0,0
1,1,-0.15,1.43,-1.23,0.73,-0.43,1,1,1,0
0,0,0.62,-0.24,0.16,0.22,1.02,1,1,0,1
0,0,-0.5,-1.33,-1.39,-0.71,-0.98,0,0,0,0
0,1,-0.48,0.98,-1.33,-0.31,0.75,1,0,1,1
1,0,-0.87,-0.52,0.68,0.84,-1.23,1,0,1,1
1,1,-0.81,0.68,-1.01,0.77,-1.21,1,0,0,1
1,0,-1.49,0.1,-1.46,0.22,-0.18,1,0,1,0
1,1,-0.8,1.13,-0.2,-1.59,-0.29,1,0,1,1
1,0,0.01,-1.12,1.53,0.55,1.25,1,1,1,1
1,1,0.76,1.03,0.83,-0.35,-1.74,1,1,0,0
1,1,1.6,0.97,1.54,-1.01,1.31,1,1,1,1
1,0,-1.13,0.8,-0.87,1.49,0.37,0,0,1,1
1,1,0.48,1.48,1.15,0.29,-0.98,1,1,1,0
1,0,-0.32,-0.58,0.13,0.42,1.22,0,0,0,1
1,1,0.84,-0.26,-1.66,0.14,-0.03,0,0,0,1
1,0,-1.31,0.3,0.69,-0.29,0.18,1,1,1,1
1,0,-0.64,0.11,0.74,-1.01,-0.68,0,0,1,1
1,1,1.47,-0.5,0.45,0.17,0.74,0,0,1,1
1,0,-0.82,0.01,2.27,0.12,-0.07,0,1,1,0
0,0,0.16,-0.23,0.01,0.48,-1.51,0,0,1,1
1,0,-0.01,-0.41,-0.32,3.88,0.09,1,0,1,0
1,0,0.87,1.13,-0.73,0.63,-0.05,1,1,1,0
1,1,0.99,-0.18,-0.83,0.81,0.31,0,1,0,1
1,1,0.62,0.49,-0.26,0.78,0.99,1,1,1,1
0,0,-2.3,-1.5,-1.93,2.33,-0.31,0,0,1,0
1,1,1.12,0.68,-0.92,-0.95,-1.82,1,0,1,0
0,1,1.09,-1.09,-0.71,0.96,-1.07,1,1,0,0
1,0,0.46,-0.05,-0.86,-0.57,0.18,0,0,1,0
1,0,0.35,0.38,0.03,-0.62,-0.17,1,1,1,1
0,0,-1.6,-0.78,-0.87,0.95,0.04,0,0,0,0
1,1,0.47,-1.5,-0.73,0.13,-0.81,0,0,1,1
1,0,0.66,-0.07,0.46,-1.45,-1.29,1,0,1,1
0,1,-0.55,0.8,-0.33,-0.94,0.79,1,0,1,0
1,0,-0.48,-0.24,1.27,-0.86,-0.39,1,1,0,0
0,1,0.24,1.08,1.29,0.36,0.18,0,0,0,0
1,1,0.55,-0.33,0.45,0.44,-0.57,1,0,1,1
1,1,2.06,0.94,0.18,1.37,0.64,0,1,0,0
1,1,-0.7,-0.1,-1.13,0.71,-1.36,1,1,0,0
1,1,-1.78,0.27,0.5,-2.24,0.78,1,1,0,0
1,0,-0.4,0.18,0.96,1.47,-0.04,0,0,1,1
1,1,1.48,0.49,0.63,1.1,-0.49,0,1,0,0
1,1,0.86,-0.24,-0.45,0.29,-1.38,0,0,1,1
1,0,-1.19,0.21,0.41,-1.46,0.65,1,0,1,0
0,0,-0.17,0.01,0.98,-1.33,3.29,0,1,0,0
1,1,-0.43,1.07,0.19,0.01,-1.01,1,0,0,0
1,0,-0.77,-0.81,-0.73,0.56,1.5,1,1,0,1
0,0,-1.6,0.36,-0.65,1.51,0.38,1,0,1,1
0,0,-1.84,-0.05,-0.36,-1.47,1.07,0,1,1,1
1,0,-2.01,0.02,-0.35,-0.07,-1.14,0,0,1,1
1,1,0.62,0.75,0.31,0.67,0.97,1,1,0,0
0,0,-2.9,-0.66,-1.61,-2.2,0.02,0,1,1,1
1,1,0.3,-2,-1.05,-0.24,-0.62,1,1,0,1
1,0,-1.46,-1.52,0.54,-0.01,-1.16,1,1,0,1
1,1,-0.83,1.13,0.4,0.79,-0.87,0,0,0,0
1,1,-0.25,1.27,-0.9,0.44,-1.42,0,1,1,1
1,1,0.21,-0.9,0.52,0.1,-1.46,0,0,0,1
1,0,-1.05,0.1,0.84,-1.82,-0.86,0,0,1,0
1,1,-0.82,-0.88,-0.33,-0.5,0.73,1,0,1,0
1,1,-0.7,0.73,0.57,-0.99,-1.68,1,0,0,1
1,0,0.03,-0.62,1.55,0.44,-1.08,1,1,1,0
0,1,0.34,0.14,-1.94,-0.34,-1.56,0,0,1,1
1,1,0.72,1.23,-1.4,-0.67,0.7,0,0,1,0
1,0,0.09,-0.36,0.1,0.72,-0.3,1,0,0,1
1,1,-0.87,0.95,-0.09,0.21,-0.95,1,1,0,1
1,0,-0.22,0.49,2.02,-0.55,2.53,1,1,1,0
1,0,0.16,0.27,1.22,0.53,-1.32,0,0,0,1
1,1,1.5,1.25,-0.2,-0.1,-0.54,0,0,1,0
1,0,-0.22,0.59,-0.41,-0.26,1.08,0,0,0,0
1,1,1.01,-0.17,1.57,1.2,0.39,0,0,0,1
1,0,-0.82,1.35,0.5,0.97,-1.53,0,0,0,1
1,0,0.19,0.04,0.64,0.14,1.38,0,1,0,0
1,0,-0.2,-0.53,-0.6,0.08,-1.18,1,1,1,0
1,1,0.89,1.03,-0.2,-0.32,-0.05,0,0,1,0
1,0,-0.52,0.31,0.79,-0.41,-0.27,0,0,0,0
1,1,1.57,-0.06,0.19,0.36,-2.05,0,1,1,1
1,1,-0.33,-0.55,0.47,0.73,1.02,0,0,1,1
0,0,-0.89,-0.83,-0.36,-1.12,1.07,1,0,1,1
0,0,-1.71,-0.37,-0.1,1.91,0.04,1,0,1,1
1,1,0.59,1.31,-0.54,-0.07,-0.64,0,1,1,0
1,1,-0.6,0.35,-0.62,0.14,-2.15,1,1,1,1
1,1,1.39,-0.07,-0.43,1.22,1.38,0,0,0,0
1,0,-1.45,-0.11,0.38,-0.07,0.57,0,0,0,0
0,0,0.2,-0.33,-1.3,-1.09,-2.15,0,1,0,1
1,1,1.23,-0.67,-0.48,0.23,-0.07,1,1,0,0
1,1,0.12,0.16,-0.04,-0.98,0.42,0,0,1,0
1,0,-0.75,-0.24,0.78,-0.63,-0.49,0,0,1,0
0,0,1.26,-0.77,-0.35,0.56,-1.33,1,0,1,1
1,0,-0.25,-1.5,-1.1,-1.99,-1.57,0,1,0,0
